Avatar :::A paraplegic marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwOTEwNjAzMl5BMl5BanBnXkFtZTcwODc5MTUwMw@@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::531039513:::James Cameron:::178:::PG-13
The Hobbit: The Battle of the Five Armies :::Bilbo and Company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness.:::https://images-na.ssl-images-amazon.com/images/M/MV5BODAzMDgxMDc1MF5BMl5BanBnXkFtZTgwMTI0OTAzMjE@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::1092005657:::Peter Jackson:::164:::PG-13
The Amazing Spider-Man :::After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to solve the mystery of his parent's mysterious death.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMjMyOTM4MDMxNV5BMl5BanBnXkFtZTcwNjIyNzExOA@@._V1_UY1200_CR89,0,630,1200_AL_.jpg:::717595161:::Marc Webb:::153:::PG-13
Robin Hood :::In 12th century England, Robin and his band of marauders confront corruption in a local village and lead an uprising against the crown that will forever alter the balance of world power.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5NzcwMzEwOF5BMl5BanBnXkFtZTcwNjg5MTgwMw@@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::73860121:::Ridley Scott:::156:::PG-13
The Hobbit: The Desolation of Smaug :::The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMzU0NDY0NDEzNV5BMl5BanBnXkFtZTgwOTIxNDU1MDE@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::2165155865:::Peter Jackson:::186:::PG-13
The Golden Compass :::In a parallel universe, young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2NDkxMjQxMV5BMl5BanBnXkFtZTYwNTMxMDM4._V1_UY1200_CR90,0,630,1200_AL_.jpg:::2813395225:::Chris Weitz:::113:::PG-13
Titanic :::A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMDdmZGU3NDQtY2E5My00ZTliLWIzOTUtMTY4ZGI1YjdiNjk3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY1200_CR88,0,630,1200_AL_.jpg:::907189785:::James Cameron:::194:::PG-13
Captain America: Civil War :::Political interference in the Avengers' activities causes a rift between former allies Captain America and Iron Man.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMjQ0MTgyNjAxMV5BMl5BanBnXkFtZTgwNjUzMDkyODE@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::174044441:::Anthony Russo:::147:::PG-13
Battleship :::A fleet of ships is forced to do battle with an armada of unknown origins in order to discover and thwart their destructive goals.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMjI5NTM5MDA2N15BMl5BanBnXkFtZTcwNjkwMzQxNw@@._V1_UY1200_CR64,0,630,1200_AL_.jpg:::4081754393:::Peter Berg:::131:::PG-13
Jurassic World :::A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, which escapes containment and goes on a killing spree.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ5MTE0MTk3Nl5BMl5BanBnXkFtZTgwMjczMzk2NTE@._V1_UY1200_CR64,0,630,1200_AL_.jpg:::1176612889:::Colin Trevorrow:::124:::PG-13
Skyfall :::Bond's loyalty to M is tested when her past comes back to haunt her. Whilst MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.:::https://images-na.ssl-images-amazon.com/images/M/MV5BNDVhZmJiYWMtNmIzMC00ZWNiLTkzZDYtNGNlZmViMGM4OGExXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::973841433:::Sam Mendes:::143:::PG-13
Iron Man 3 :::When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzMjEzMjY1M15BMl5BanBnXkFtZTcwNTMxOTYyOQ@@._V1_UY1200_CR105,0,630,1200_AL_.jpg:::2830738969:::Shane Black:::195:::PG-13
Alice in Wonderland :::Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwNjAxMTc0Nl5BMl5BanBnXkFtZTcwODc3ODk5Mg@@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::975438873:::Tim Burton:::108:::PG
Monsters University :::A look at the relationship between Mike and Sulley during their days at Monsters University -- when they weren't necessarily the best of friends.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyODgwMDU3M15BMl5BanBnXkFtZTcwOTM4MjcxOQ@@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::2206049817:::Dan Scanlon:::104:::G
Transformers: Revenge of the Fallen :::Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.:::https://images-na.ssl-images-amazon.com/images/M/MV5BNjk4OTczOTk0NF5BMl5BanBnXkFtZTcwNjQ0NzMzMw@@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::2982019609:::Michael Bay:::150:::PG-13
Transformers: Age of Extinction :::Autobots must escape sight from a bounty hunter who has taken control of the human serendipity: Unexpectedly, Optimus Prime and his remaining gang turn to a mechanic, his daughter, and her back street racing boyfriend for help.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwNTg1MTA5Nl5BMl5BanBnXkFtZTgwOTg2OTM4MTE@._V1_UY1200_CR69,0,630,1200_AL_.jpg:::3138759961:::Michael Bay:::165:::PG-13
Oz the Great and Powerful :::A frustrated circus magician from Kansas is transported to a magical land called Oz, where he will have to fulfill a prophecy to become the king, and release the land from the Wicked Witches using his great (but fake) powers.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMjMyMzQ1ODM1MF5BMl5BanBnXkFtZTcwMjE2MTQxOQ@@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::3322455833:::Sam Raimi:::130:::PG
The Amazing Spider-Man 2 :::When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones.:::https://images-na.ssl-images-amazon.com/images/M/MV5BOTA5NDYxNTg0OV5BMl5BanBnXkFtZTgwODE5NzU1MTE@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::1198238233:::Marc Webb:::142:::PG-13
TRON: Legacy :::The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4NTk4MTk1OF5BMl5BanBnXkFtZTcwNTE2MDIwNA@@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::4134312217:::Joseph Kosinski:::125:::PG
Cars 2 :::Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzNTc3MTU3M15BMl5BanBnXkFtZTcwMzIxNTc3NA@@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::1822465049:::John Lasseter:::106:::G
Green Lantern :::Reckless test pilot Hal Jordan is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force, the Green Lantern Corps.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyMTg3OTM5Ml5BMl5BanBnXkFtZTcwNzczMjEyNQ@@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::3445005593:::Martin Campbell:::123:::PG-13
Toy Story 3 :::The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_UY1200_CR109,0,630,1200_AL_.jpg:::3676898329:::Lee Unkrich:::103:::G
Terminator Salvation :::In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?:::https://images-na.ssl-images-amazon.com/images/M/MV5BODE1MTM1MzA2NF5BMl5BanBnXkFtZTcwODQ5MTA2Mg@@._V1_UY1200_CR129,0,630,1200_AL_.jpg:::1188757785:::McG:::118:::PG-13
Furious 7 :::Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxOTA2NDUzOV5BMl5BanBnXkFtZTgwNzY2MTMxMzE@._V1_UY1200_CR64,0,630,1200_AL_.jpg:::1346743833:::James Wan:::140:::PG-13
World War Z :::Former United Nations employee Gerry Lane traverses the world in a race against time to stop the Zombie pandemic that is toppling armies and governments, and threatening to destroy humanity itself.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NTgxMjIxOF5BMl5BanBnXkFtZTcwMDM0MDY1OQ@@._V1_UY1200_CR75,0,630,1200_AL_.jpg:::3616319001:::Marc Forster:::123:::PG-13
X-Men: Days of Future Past :::The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.:::https://images-na.ssl-images-amazon.com/images/M/MV5BZGIzNWYzN2YtMjcwYS00YjQ3LWI2NjMtOTNiYTUyYjE2MGNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::3858345241:::Bryan Singer:::149:::PG-13
Star Trek Into Darkness :::After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2NzczOTgxNF5BMl5BanBnXkFtZTcwODQ5ODczOQ@@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::410167577:::J.J. Abrams:::132:::PG-13
Jack the Giant Slayer :::The ancient war between humans and a race of giants is reignited when Jack, a young farmhand fighting for a kingdom and the love of a princess, opens a gateway between the two worlds.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1NDMxMjI0OV5BMl5BanBnXkFtZTcwMjQyMDExOQ@@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::830449433:::Bryan Singer:::114:::PG-13
The Great Gatsby :::A writer and wall street trader, Nick, finds himself drawn to the past and lifestyle of his millionaire neighbor, Jay Gatsby.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxNTk1ODcxNl5BMl5BanBnXkFtZTcwMDI1OTMzOQ@@._V1_UY1200_CR84,0,630,1200_AL_.jpg:::2949817881:::Baz Luhrmann:::143:::PG-13
Prince of Persia: The Sands of Time :::A young fugitive prince and princess must stop a villain who unknowingly threatens to destroy the world with a special dagger that enables the magic sand inside to reverse time.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwNDg0NzcyMV5BMl5BanBnXkFtZTcwNjg4MjQyMw@@._V1_UY1200_CR91,0,630,1200_AL_.jpg:::3849520153:::Mike Newell:::116:::PG-13
Pacific Rim :::As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3MTI5NjQ4Nl5BMl5BanBnXkFtZTcwOTU1OTU0OQ@@._V1_UY1200_CR91,0,630,1200_AL_.jpg:::513124633:::Guillermo del Toro:::131:::PG-13
Transformers: Dark of the Moon :::The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwOTY0MTc1NV5BMl5BanBnXkFtZTcwMDQwNjA2NQ@@._V1_UY1200_CR86,0,630,1200_AL_.jpg:::543989017:::Michael Bay:::154:::PG-13
Indiana Jones and the Kingdom of the Crystal Skull :::Famed archaeologist/adventurer Dr. Henry &quot;Indiana&quot; Jones is called back into action when he becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxNDUxNzcyMl5BMl5BanBnXkFtZTcwNTgwOTI3MQ@@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::1806827801:::Steven Spielberg:::122:::PG-13
The Good Dinosaur :::In a world where dinosaurs and humans live side-by-side, an Apatosaurus named Arlo makes an unlikely human friend.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5MTg2NjQ4MV5BMl5BanBnXkFtZTgwNzcxOTY5NjE@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::2104275737:::Peter Sohn:::93:::PG
Brave :::Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMzgwODk3ODA1NF5BMl5BanBnXkFtZTcwNjU3NjQ0Nw@@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::678863641:::Mark Andrews:::93:::PG
Star Trek Beyond :::The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a new ruthless enemy who puts them and everything the Federation stands for to the test.:::https://images-na.ssl-images-amazon.com/images/M/MV5BZDRiOGE5ZTctOWIxOS00MWQwLThlMDYtNWIwMDQwNzBjZDY1XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::354465561:::Justin Lin:::122:::PG-13
WALL·E :::In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMjExMTg5OTU0NF5BMl5BanBnXkFtZTcwMjMxMzMzMw@@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::2192703769:::Andrew Stanton:::98:::G
2012 :::A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0MjEyODQzMF5BMl5BanBnXkFtZTcwMTczMjQ4Mg@@._V1_UY1200_CR88,0,630,1200_AL_.jpg:::3444113945:::Roland Emmerich:::158:::PG-13
A Christmas Carol :::An animated retelling of Charles Dickens' classic novel about a Victorian-era miser taken on a journey of self-redemption, courtesy of several mysterious Christmas apparitions.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1MTI5ODU4MV5BMl5BanBnXkFtZTcwNTYyNTU4Mg@@._V1_UY1200_CR91,0,630,1200_AL_.jpg:::3629253145:::Robert Zemeckis:::96:::PG
Jupiter Ascending :::A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyNzk2MjA2NF5BMl5BanBnXkFtZTgwMjEwNzk3MjE@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::3634147097:::Lana Wachowski:::127:::PG-13
The Legend of Tarzan :::Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMzY3OTI0OTcyMF5BMl5BanBnXkFtZTgwNjkxNTAwOTE@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::1920709657:::David Yates:::110:::PG-13
X-Men: Apocalypse :::After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMjU1ODM1MzYxN15BMl5BanBnXkFtZTgwOTA4NDE2ODE@._V1_UY1200_CR91,0,630,1200_AL_.jpg:::3551507481:::Bryan Singer:::144:::PG-13
The Dark Knight :::When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, the Dark Knight must come to terms with one of the greatest psychological tests of his ability to fight injustice.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::324468761:::Christopher Nolan:::152:::PG-13
Up :::Seventy-eight year old Carl Fredricksen travels to Paradise Falls in his home equipped with balloons, inadvertently taking a young stowaway.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3NDE2NzI4NF5BMl5BanBnXkFtZTgwNzE1MzEyMTE@._V1_UY1200_CR83,0,630,1200_AL_.jpg:::543228697:::Pete Docter:::96:::PG
Monsters vs. Aliens :::A woman transformed into a giant after she is struck by a meteorite on her wedding day becomes part of a team of monsters sent in by the U.S. government to defeat an alien mastermind trying to take over Earth.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0OTQ3MzE3MV5BMl5BanBnXkFtZTcwMDQyMzMzMg@@._V1_UY1200_CR89,0,630,1200_AL_.jpg:::2117665561:::Rob Letterman:::94:::PG
Iron Man :::After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTczNTI2ODUwOF5BMl5BanBnXkFtZTcwMTU0NTIzMw@@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::447873305:::Jon Favreau:::126:::PG-13
Hugo :::In Paris in 1931, an orphan named Hugo Cabret who lives in the walls of a train station is wrapped up in a mystery involving his late father and an automaton.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMjAzNzk5MzgyNF5BMl5BanBnXkFtZTcwOTE4NDU5Ng@@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::2781978137:::Martin Scorsese:::126:::PG
The Mummy: Tomb of the Dragon Emperor :::In the Far East, Alex O'Connell, the son of famed mummy fighters Rick and Evy O'Connell, unearths the mummy of the first Emperor of Qin -- a shape-shifting entity cursed by a witch centuries ago.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4NDIzMDY1OV5BMl5BanBnXkFtZTcwNjQxMzk3MQ@@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::2374239001:::Rob Cohen:::112:::PG-13
Suicide Squad :::A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMjM1OTMxNzUyM15BMl5BanBnXkFtZTgwNjYzMTIzOTE@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::155694361:::David Ayer:::123:::PG-13
Edge of Tomorrow :::A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5OTk4MTM3M15BMl5BanBnXkFtZTgwODcxNjg3MDE@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::3591679257:::Doug Liman:::113:::PG-13
G.I. Joe: The Rise of Cobra :::An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzMTU1NzQwNl5BMl5BanBnXkFtZTcwNDg4NzMzMw@@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::648086041:::Stephen Sommers:::118:::PG-13
Inside Out :::After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.:::https://images-na.ssl-images-amazon.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::203730969:::Pete Docter:::95:::PG
The Jungle Book :::After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther, Bagheera, and free spirited bear, Baloo.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3NTUzNTI4MV5BMl5BanBnXkFtZTgwNjU0NjU5NzE@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::1075360537:::Jon Favreau:::106:::PG
Iron Man 2 :::With the world now aware of his identity as Iron Man, Tony Stark must contend with both his declining health and a vengeful mad man with ties to his father's legacy.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0MDgwNjMyMl5BMl5BanBnXkFtZTcwNTg3NzAzMw@@._V1_UY1200_CR89,0,630,1200_AL_.jpg:::2256077849:::Jon Favreau:::124:::PG-13
Snow White and the Huntsman :::In a twist to the fairy tale, the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1NDA0MTk5OV5BMl5BanBnXkFtZTcwMTM4NDMwNw@@._V1_UY1200_CR89,0,630,1200_AL_.jpg:::2494275609:::Rupert Sanders:::132:::PG-13
Maleficent :::A vengeful fairy is driven to curse an infant princess, only to discover that the child may be the one person who can restore peace to their troubled land.:::https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwMzAzMzExOF5BMl5BanBnXkFtZTgwOTcwMDA5MTE@._V1_UY1200_CR90,0,630,1200_AL_.jpg:::1449634329:::Robert Stromberg:::97:::PG
